OBJECTID,ntd_id,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type_text,route_url,route_color,route_color_formatted,route_text_color,route_text_color_formatted,download_date,Shape__Length
1,00001,10002005,100089,1,2,,West Queen Anne - Downtown Seattle - Madrona Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/002.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.124250323331881
2,00001,10002006,100089,1,2,,West Queen Anne - Downtown Seattle - Madrona Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/002.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0586959627494804
3,00001,10002017,100089,1,2,,West Queen Anne - Downtown Seattle - Madrona Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/002.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0711239761750807
4,00001,10002019,100089,1,2,,West Queen Anne - Downtown Seattle - Madrona Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/002.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0678049940509211
5,00001,10003020,100173,1,3,,Summit - Downtown Seattle - Madrona,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/003.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0641898797948366
6,00001,10003023,100173,1,3,,Summit - Downtown Seattle - Madrona,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/003.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0860136350428137
7,00001,10003026,100173,1,3,,Summit - Downtown Seattle - Madrona,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/003.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0418777337434779
8,00001,10004004,100219,1,4,,East Queen Anne - Downtown Seattle - Judkins Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/004.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0793189734308756
9,00001,10004012,100219,1,4,,East Queen Anne - Downtown Seattle - Judkins Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/004.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.138593717021117
10,00001,10004014,100219,1,4,,East Queen Anne - Downtown Seattle - Judkins Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/004.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0491428862379934
11,00001,10004015,100219,1,4,,East Queen Anne - Downtown Seattle - Judkins Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/004.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0793287220857419
12,00001,10004017,100219,1,4,,East Queen Anne - Downtown Seattle - Judkins Park,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/004.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.108417629828234
13,00001,10007006,100263,1,7,,Prentice St - Rainier Beach - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/007.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.143806306104748
14,00001,10007012,100263,1,7,,Prentice St - Rainier Beach - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/007.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.124541044837826
15,00001,10007014,100263,1,7,,Prentice St - Rainier Beach - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/007.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.138472238829674
16,00001,10009006,100289,1,9,,Rainier Beach - Columbia City - Broadway,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/009.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.134835039901922
17,00001,10014002,100039,1,14,,Mt Baker - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/014.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0624006983455083
18,00001,10014005,100039,1,14,,Mt Baker - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/014.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0737915878394423
19,00001,10014007,100039,1,14,,Mt Baker - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/014.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0839006998085838
20,00001,10021002,100101,1,21,,Arbor Heights-Westwood Village-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/021.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.148980486471618
21,00001,10021007,100101,1,21,,Arbor Heights-Westwood Village-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/021.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.201273659306875
22,00001,10021372,100101,1,21,,Arbor Heights-Westwood Village-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/021.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.138072974163215
23,00001,10021380,100101,1,21,,Arbor Heights-Westwood Village-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/021.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.126987141579226
24,00001,10022002,100111,1,22,,Westwood Villge-Shorewood-Gatewood-Alaska Junction,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/022.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0651542823977249
25,00001,10022007,100111,1,22,,Westwood Villge-Shorewood-Gatewood-Alaska Junction,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/022.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.145201378123468
26,00001,10027004,100161,1,27,,Colman Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/027.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0784152929570132
27,00001,10027005,100161,1,27,,Colman Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/027.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0650801561628814
28,00001,10036009,100210,1,36,,Othello Station - Beacon Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/036.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.11107644156148
29,00001,10036012,100210,1,36,,Othello Station - Beacon Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/036.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0971452737049153
30,00001,10056004,100242,1,56,,Alki - Admiral District - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/056.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.132897698361969
31,00001,10057005,100246,1,57,,Alaska Junction - Genesee Hill - Admiral District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/057.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.152119010427022
32,00001,10060003,100249,1,60,,Westwood Village - Georgetown - Broadway,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/060.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.199681397489248
33,00001,10101004,100003,1,101,,Renton Transit Center - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/101.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.245584305192264
34,00001,10102007,100487,1,102,,Fairwood - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/102.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.421024061123307
35,00001,10102008,100487,1,102,,Fairwood - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/102.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.224148415179928
36,00001,10106002,100005,1,106,,Renton Transit Center - Skyway - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/106.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.197598939509714
37,00001,10106037,100005,1,106,,Renton Transit Center - Skyway - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/106.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.111272694686293
38,00001,10107002,100006,1,107,,Renton Transit Center - Rainier Beach,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/107.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.22438401784562
39,00001,10111004,100011,1,111,,Lake Kathleen - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/111.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.48945760376234
40,00001,10113006,100012,1,113,,Shorewood - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/113.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.152525527492917
41,00001,10118005,100016,1,118,,Tahlequah - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/118.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.132474273560697
42,00001,10118008,100016,1,118,,Tahlequah - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/118.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.212615355341872
43,00001,10118010,100016,1,118,,Tahlequah - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/118.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.131863221559938
44,00001,10118013,100016,1,118,,Tahlequah - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/118.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.212004303341113
45,00001,10119005,100017,1,119,,Dockton - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/119.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.22869661423371
46,00001,10119009,100017,1,119,,Dockton - Vashon - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/119.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.205727121690215
47,00001,10124001,100023,1,124,,Tukwila International Blvd Sta - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/124.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.170894552963777
48,00001,10124002,100023,1,124,,Tukwila International Blvd Sta - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/124.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.200408092947002
49,00001,10124004,100023,1,124,,Tukwila International Blvd Sta - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/124.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.221097472880179
50,00001,10125009,100024,1,125,,Westwood Vill - S Seattle Coll - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/125.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0631944326262469
51,00001,10125013,100024,1,125,,Westwood Vill - S Seattle Coll - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/125.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0641451939125654
52,00001,10131003,100030,1,131,,Burien TC - Georgetown - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/131.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.164806052856565
53,00001,10131006,100030,1,131,,Burien TC - Georgetown - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/131.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.194319592839791
54,00001,10132002,100031,1,132,,Burien TC - South Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/132.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.201481218242467
55,00001,10132006,100031,1,132,,Burien TC - South Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/132.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.230994758225692
56,00001,10148002,100042,1,148,,Fairwood - Renton Transit Center,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/148.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.139649314176039
57,00001,10150004,100045,1,150,,Kent Station - Southcenter - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/150.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.337076391730037
58,00001,10150005,100045,1,150,,Kent Station - Southcenter - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/150.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.366869894746335
59,00001,10153002,100048,1,153,,Kent Sounder Station - Renton Transit Center,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/153.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.133763035459025
60,00001,10160002,102720,1,160,,Renton TC - Kent Station - Auburn Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/160.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.287689371257842
61,00001,10160008,102720,1,160,,Renton TC - Kent Station - Auburn Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/160.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0926148285791919
62,00001,10161002,102719,1,161,,Burien - Kent Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/161.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.222624418006023
63,00001,10162001,102715,1,162,,Lake Meridean P&R - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/162.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.442466198901744
64,00001,10177002,100068,1,177,,Federal Way S 320th P&R - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/177.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.376845170786786
65,00001,10177003,100068,1,177,,Federal Way S 320th P&R - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/177.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.376364468344943
66,00001,10182002,100073,1,182,,Northeast Tacoma - Federal Way TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/182.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.145343826475686
67,00001,10183003,100074,1,183,,Federal Way TC - Star Lake - Kent Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/183.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.199113385312878
68,00001,10183005,100074,1,183,,Federal Way TC - Star Lake - Kent Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/183.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.199407028311181
69,00001,10184001,102718,1,184,,Auburn Station - White River Junction,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/184.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0810539847422947
70,00001,10187004,100078,1,187,,Federal Way - Twin Lakes,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/187.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.163045844749865
71,00001,10193003,100495,1,193,,Federal Way S 320th P&R-Federal Way TC-First Hill,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/193.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.397952790721331
72,00001,10204004,102652,1,204,,S Mercer Island-Island Crest Way-Mercer Island P&R,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/204.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0969841659146038
73,00001,10204005,102652,1,204,,S Mercer Island-Island Crest Way-Mercer Island P&R,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/204.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0734325606197062
74,00001,10221012,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.317085470898755
75,00001,10221013,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.211097299790188
76,00001,10221016,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.204922903829313
77,00001,10221019,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.31091107493788
78,00001,10221020,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.207503055274406
79,00001,10221021,100113,1,221,,Education Hill - Crossroads - Eastgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/221.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.311552074995407
80,00001,10566002,102734,40,566,,Auburn - Redmond,3,Bus,https://www.soundtransit.org/566,2b376e,"(43, 55, 110)",ffffff,"(255, 255, 255)",12/02/2024,0.490754463000969
81,00001,10566005,102734,40,566,,Auburn - Redmond,3,Bus,https://www.soundtransit.org/566,2b376e,"(43, 55, 110)",ffffff,"(255, 255, 255)",12/02/2024,0.371699777693819
82,00001,10629004,102699,1,SVT,,No. Bend-Snoqualmie-Fall City-Carnation-Duvall,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/629.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.287435964434404
83,00001,10629009,102699,1,SVT,,No. Bend-Snoqualmie-Fall City-Carnation-Duvall,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/629.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.499651335395746
84,00001,10629010,102699,1,SVT,,No. Bend-Snoqualmie-Fall City-Carnation-Duvall,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/629.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.488654018260235
85,00001,10635002,102647,1,635,,Des Moines Marina District - Angle Lake Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/635.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0577280570271371
86,00001,10671002,100512,1,A Line,,Federal Way TC - SeaTac - Tukwila Intl Blvd Sta,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/a-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.17093620374484
87,00001,10671003,100512,1,A Line,,Federal Way TC - SeaTac - Tukwila Intl Blvd Sta,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/a-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.171486648222133
88,00001,10673006,102576,1,C Line,,Valley St/Fairview Av N - SW Barton St/26 Av SW,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/c-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.214878875975264
89,00001,10678003,102736,1,H Line,,Burien TC - Westwood Village - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/h-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.21231446083402
90,00001,10895002,102628,1,895,,Ardmore Park - Lake WA HS,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/895.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.188411542451912
91,00001,10901002,100290,1,901,,Mirror Lake - Federal Way TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/901.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.058530000086417
92,00001,10903002,100292,1,903,,Twin Lakes - Federal Way TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/903.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.115913892937324
93,00001,10907003,102561,1,907,,Enumclaw - Renton TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/907.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.331031501646696
94,00001,10917002,100300,1,917,,Pacific - Algona - Auburn Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/917.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0955990839041735
95,00001,10917006,100300,1,917,,Pacific - Algona - Auburn Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/917.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.105415522061542
96,00001,10975001,100337,1,975,,Water Taxi: Vashon Island - Downtown Seattle,4,Ferry,http://www.kingcounty.gov/transportation/kcdot/WaterTaxi.aspx,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.170047069958142
97,00001,10987002,100345,1,987,,Rainier Beach - Lakeside School,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/987.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.404223746664698
98,00001,10988002,100346,1,988,,Madrona - Lakeside School,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/988.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.170185408917378
99,00001,11001003,100001,1,1,,Kinnear - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/001.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0881366212655896
100,00001,11001004,100001,1,1,,Kinnear - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/001.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0774931846739287
101,00001,11005003,100229,1,5,,Shoreline CC - Greenwood - Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/005.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.177195703941919
102,00001,11005004,100229,1,5,,Shoreline CC - Greenwood - Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/005.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.175870880775996
103,00001,11010006,100002,1,10,,Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/010.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0592486276531194
104,00001,11011010,100009,1,11,,Madison Park - Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/011.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0882300137882454
105,00001,11012004,100018,1,12,,Interlaken Park - Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/012.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.059387143220775
106,00001,11013009,100028,1,13,,Seattle Pacific - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/013.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0748690030045903
107,00001,11013013,100028,1,13,,Seattle Pacific - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/013.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0804386185972705
108,00001,11017003,100062,1,17,,Loyal Heights-Sunset Hill-Ballard-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/017.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.143946273471556
109,00001,11024006,100132,1,24,,West Magnolia - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/024.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.165254407329341
