OBJECTID,ntd_id,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type_text,route_url,route_color,route_color_formatted,route_text_color,route_text_color_formatted,download_date,Shape__Length
44288,50057,shp-72-51,72,1,72,,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.0574159122727898
44289,50057,shp-74-01,74,1,74,,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.0789470276514185
44290,50057,shp-76-03,76,1,76,,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.063361971327667
44291,50057,shp-76-04,76,1,76,,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.112085969345474
44292,50057,shp-78-01,78,1,78,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0564032200431812
44293,50057,shp-80-01,80,1,80,,,3,Bus,,ff00ff,"(255, 0, 255)",000000,"(0, 0, 0)",12/02/2024,0.0640286204955248
44294,50057,shp-80-51,80,1,80,,,3,Bus,,ff00ff,"(255, 0, 255)",000000,"(0, 0, 0)",12/02/2024,0.0573968495417286
44295,50057,shp-ARC-01,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0429655404082005
44296,50057,shp-ARC-02,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.117485808024515
44297,50057,shp-ARC-03,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.103767715813551
44298,50057,shp-ARC-04,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0955265513478402
44299,50057,shp-ARC-51,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0834444433075598
44300,50057,shp-ARC-52,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0839743820779818
44301,50057,shp-ARC-53,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0360302689216965
44302,50057,shp-ARC-54,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.0923722717499766
44303,50057,shp-ARC-55,ARC,1,ARC,,,3,Bus,,ffffff,"(255, 255, 255)",000000,"(0, 0, 0)",12/02/2024,0.111962953418722
44304,50057,shp-CC-01,CC,1,CC,Channel Cat,,3,Bus,,c0c0c0,"(192, 192, 192)",000000,"(0, 0, 0)",12/02/2024,0.0711190133608347
44305,50057,shp-CC-51,CC,1,CC,Channel Cat,,3,Bus,,c0c0c0,"(192, 192, 192)",000000,"(0, 0, 0)",12/02/2024,0.0518751178709067
44306,50057,shp-LN53-01,LN53,1,LN53,Late-Night 53,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.0314315768852689
44307,50057,shp-LN53-51,LN53,1,LN53,Late-Night 53,,3,Bus,,008080,"(0, 128, 128)",000000,"(0, 0, 0)",12/02/2024,0.0458415812796084
44308,50058,shp-1-05,1,RMTD,1,West State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0923501793433276
44309,50058,shp-1-06,1,RMTD,1,West State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0908346716151345
44310,50058,shp-1-53,1,RMTD,1,West State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.12481538987307
44311,50058,shp-11-04,11,RMTD,11,East State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.185098029509083
44312,50058,shp-11-05,11,RMTD,11,East State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.136117724491654
44313,50058,shp-11-53,11,RMTD,11,East State,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.221966091054001
44314,50058,shp-11L-01,11L,RMTD,11L,11 - E. State Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.159534896829486
44315,50058,shp-11L-02,11L,RMTD,11L,11 - E. State Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.147340137765931
44316,50058,shp-11L-51,11L,RMTD,11L,11 - E. State Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.136230674194538
44317,50058,shp-11L-52,11L,RMTD,11L,11 - E. State Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.150981767354116
44318,50058,shp-12-02,12,RMTD,12,Charles Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.114702005523396
44319,50058,shp-12-03,12,RMTD,12,Charles Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0965838078427162
44320,50058,shp-12-52,12,RMTD,12,Charles Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0969250738067466
44321,50058,shp-12L-01,12L,RMTD,12L,Charles St Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0975956237742164
44322,50058,shp-12L-02,12L,RMTD,12L,Charles St Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.116609875592072
44323,50058,shp-12L-51,12L,RMTD,12L,Charles St Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0986784669880028
44324,50058,shp-12L-52,12L,RMTD,12L,Charles St Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.135334967004964
44325,50058,shp-13-02,13,RMTD,13,Rural,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0604571924518872
44326,50058,shp-13-04,13,RMTD,13,Rural,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.102391460592946
44327,50058,shp-13-52,13,RMTD,13,Rural,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0705046122386485
44328,50058,shp-14-02,14,RMTD,14,7th Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.119468643031887
44329,50058,shp-14-52,14,RMTD,14,7th Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0797775167435558
44330,50058,shp-15-07,15,RMTD,15,Kishwaukee,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.119338078899313
44331,50058,shp-15-08,15,RMTD,15,Kishwaukee,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.121590196217539
44332,50058,shp-15-52,15,RMTD,15,Kishwaukee,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.114281596366517
44333,50058,shp-16-05,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.282877539481815
44334,50058,shp-16-09,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.112486057035533
44335,50058,shp-16-10,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.112486057035533
44336,50058,shp-16-11,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.280972519758893
44337,50058,shp-16-12,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.282313355393418
44338,50058,shp-16-13,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.282313355393418
44339,50058,shp-16-55,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.205512045381927
44340,50058,shp-16-57,16,RMTD,16,City Loop North,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.205715454874487
44341,50058,shp-16L-04,16L,RMTD,16L,16 - City Loop North Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.117634960588881
44342,50058,shp-16L-05,16L,RMTD,16L,16 - City Loop North Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0810232405279374
44343,50058,shp-17-10,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.11627142700207
44344,50058,shp-17-11,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.116263374963472
44345,50058,shp-17-12,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.209919073679488
44346,50058,shp-17-13,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.209787550838942
44347,50058,shp-17-14,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.209787550838942
44348,50058,shp-17-54,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.279904047757927
44349,50058,shp-17-57,17,RMTD,17,City Loop South,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.280297493354027
44350,50058,shp-17L-03,17L,RMTD,17L,17 - City Loop South Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.111524482430989
44351,50058,shp-17L-04,17L,RMTD,17L,17 - City Loop South Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0927343101721608
44352,50058,shp-18-02,18,RMTD,18,Bell School,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.111140804010221
44353,50058,shp-18-52,18,RMTD,18,Bell School,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.129684189778653
44354,50058,shp-19-01,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.194724674883957
44355,50058,shp-19-04,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.132431437858691
44356,50058,shp-19-05,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.226103902474528
44357,50058,shp-19-06,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.32722942793648
44358,50058,shp-19-51,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.310111657806697
44359,50058,shp-19-53,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.207751953874096
44360,50058,shp-19-54,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.102962344845159
44361,50058,shp-19-55,19,RMTD,19,Cherryvale Harrison,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.133636289451697
44362,50058,shp-2-02,2,RMTD,2,School Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0639614301185672
44363,50058,shp-2-04,2,RMTD,2,School Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0629602501927055
44364,50058,shp-2-52,2,RMTD,2,School Street,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0470650587157601
44365,50058,shp-20-05,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.318538115900298
44366,50058,shp-20-06,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.197175692168298
44367,50058,shp-20-07,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.175442314314711
44368,50058,shp-20-08,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.332938289787772
44369,50058,shp-20-09,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.145871075944159
44370,50058,shp-20-54,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0810343516719313
44371,50058,shp-20-55,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0592703459519557
44372,50058,shp-20-56,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.227287564530072
44373,50058,shp-20-57,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.240255426976216
44374,50058,shp-20-58,20,RMTD,20,Alpine Crosstown,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.146288461562725
44375,50058,shp-20L-01,20L,RMTD,20L,Alpine Crosstown Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.066466423156994
44376,50058,shp-20L-02,20L,RMTD,20L,Alpine Crosstown Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0737625408513166
44377,50058,shp-20L-51,20L,RMTD,20L,Alpine Crosstown Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0836916075625274
44378,50058,shp-20L-52,20L,RMTD,20L,Alpine Crosstown Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0713617932758588
44379,50058,shp-22-03,22,RMTD,22,North 2nd St,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.167926429556523
44380,50058,shp-22-04,22,RMTD,22,North 2nd St,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.144809786351439
44381,50058,shp-22-55,22,RMTD,22,North 2nd St,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.132436567064214
44382,50058,shp-22-56,22,RMTD,22,North 2nd St,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0383866083931785
44383,50058,shp-22L-01,22L,RMTD,22L,North 2nd Street Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.118772881890612
44384,50058,shp-22L-02,22L,RMTD,22L,North 2nd Street Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0590876165586714
44385,50058,shp-22L-04,22L,RMTD,22L,North 2nd Street Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0693623824750534
44386,50058,shp-22L-51,22L,RMTD,22L,North 2nd Street Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0612212826895112
44387,50058,shp-22L-53,22L,RMTD,22L,North 2nd Street Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.08159189712225
44388,50058,shp-3-02,3,RMTD,3,Huffman,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0857397038153393
44389,50058,shp-3-52,3,RMTD,3,Huffman,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0935971931798867
44390,50058,shp-31-02,31,RMTD,31,Auburn Rockton Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.104564329176543
44391,50058,shp-31-53,31,RMTD,31,Auburn Rockton Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.170955884935654
44392,50058,shp-31-54,31,RMTD,31,Auburn Rockton Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.17018933493086
44393,50058,shp-32-01,32,RMTD,32,East State Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.266401113228703
44394,50058,shp-32-51,32,RMTD,32,East State Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.221396672536401
44395,50058,shp-32L-01,32L,RMTD,32L,E State Limited Nights,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.168298485906834
44396,50058,shp-32L-51,32L,RMTD,32L,E State Limited Nights,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.150000270376848
44397,50058,shp-33-02,33,RMTD,33,West State Clifton Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.140590165456381
44398,50058,shp-33-03,33,RMTD,33,West State Clifton Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.126738777317015
44399,50058,shp-34-02,34,RMTD,34,Harrison Alpine Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.10064918231417
44400,50058,shp-34-52,34,RMTD,34,Harrison Alpine Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.13697051557847
44401,50058,shp-35-02,35,RMTD,35,Kishwaukee & Seventh Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.181540254193075
44402,50058,shp-35-52,35,RMTD,35,Kishwaukee & Seventh Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0853542457017199
44403,50058,shp-36-01,36,RMTD,36,Alpine Riverside Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.154775397892859
44404,50058,shp-36-51,36,RMTD,36,Alpine Riverside Night,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.184484186327176
44405,50058,shp-36L-02,36L,RMTD,36L,Alpine Riverside Night Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.168161565103134
44406,50058,shp-36L-52,36L,RMTD,36L,Alpine Riverside Night Limited,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0831032418229187
44407,50058,shp-4-02,4,RMTD,4,North Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0859928534009272
44408,50058,shp-4-04,4,RMTD,4,North Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.119046445730101
44409,50058,shp-4-52,4,RMTD,4,North Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.119145279789947
44410,50058,shp-41-02,41,RMTD,41,Rockton Auburn Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.104594476247262
44411,50058,shp-41-53,41,RMTD,41,Rockton Auburn Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.170333960680647
44412,50058,shp-41-54,41,RMTD,41,Rockton Auburn Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.170068216460935
44413,50058,shp-42-01,42,RMTD,42,East State Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.26449638370408
44414,50058,shp-42-51,42,RMTD,42,East State Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.221530059363948
44415,50058,shp-42L-01,42L,RMTD,42L,E State Limited Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.159602182189713
44416,50058,shp-42L-02,42L,RMTD,42L,E State Limited Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.116860018678544
44417,50058,shp-42L-51,42L,RMTD,42L,E State Limited Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.135445118019192
44418,50058,shp-42L-52,42L,RMTD,42L,E State Limited Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.10691745009477
44419,50058,shp-43-02,43,RMTD,43,West State & Clifton Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.140608698955775
44420,50058,shp-43-03,43,RMTD,43,West State & Clifton Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.126738777317015
44421,50058,shp-44-02,44,RMTD,44,Harrison Alpine Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.10067981894809
44422,50058,shp-44-52,44,RMTD,44,Harrison Alpine Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.13694780863824
44423,50058,shp-45-02,45,RMTD,45,Kishwaukee 7th Street Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.181350842930565
44424,50058,shp-45-52,45,RMTD,45,Kishwaukee 7th Street Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0852258740613158
44425,50058,shp-46-01,46,RMTD,46,Alpine Riverside Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.17214152864206
44426,50058,shp-46-02,46,RMTD,46,Alpine Riverside Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.154736631714553
44427,50058,shp-46-51,46,RMTD,46,Alpine Riverside Sunday,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.160513119982064
44428,50058,shp-46L-01,46L,RMTD,46L,,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.164285835742344
44429,50058,shp-46L-51,46L,RMTD,46L,,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0831032418229187
44430,50058,shp-5-02,5,RMTD,5,Clifton,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0315500038878415
44431,50058,shp-5-53,5,RMTD,5,Clifton,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0663368134867188
44432,50058,shp-6-03,6,RMTD,6,Kilburn,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0804768794721918
44433,50058,shp-6-52,6,RMTD,6,Kilburn,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.0877981144810083
44434,50058,shp-7-01,7,RMTD,7,South Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.161882235570053
44435,50058,shp-7-02,7,RMTD,7,South Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.132294933482058
44436,50058,shp-7-53,7,RMTD,7,South Main,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.172982565680659
44437,50058,shp-70-01,70,RMTD,70,Amazon West,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.388920543225859
44438,50058,shp-70-51,70,RMTD,70,Amazon West,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.390546368076734
44439,50058,shp-71-01,71,RMTD,71,Amazon East,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.347342535250303
44440,50058,shp-71-51,71,RMTD,71,Amazon East,,3,Bus,,ffffff,"(255, 255, 255)",0,"(0, 0, 0)",12/02/2024,0.345944308191828
44441,50059,shp-0E-02,0E,1,0E,Transfer Center Express,,3,Bus,http://www.smtd.org/route0e,1d2e65,"(29, 46, 101)",ffffff,"(255, 255, 255)",12/02/2024,0.060952931963208
44442,50059,shp-0E-52,0E,1,0E,Transfer Center Express,,3,Bus,http://www.smtd.org/route0e,1d2e65,"(29, 46, 101)",ffffff,"(255, 255, 255)",12/02/2024,0.0611558986098533
44443,50059,shp-1-01,1,1,1,North 5th / Sand Hill,,3,Bus,http://www.smtd.org/route1,ec6b00,"(236, 107, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.132493975273719
44444,50059,shp-1-02,1,1,1,North 5th / Sand Hill,,3,Bus,http://www.smtd.org/route1,ec6b00,"(236, 107, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.122615601382455
44445,50059,shp-10-01,10,1,10,South 11th / Stevenson,,3,Bus,http://www.smtd.org/route10,6f452e,"(111, 69, 46)",ffffff,"(255, 255, 255)",12/02/2024,0.118512095604996
44446,50059,shp-10-02,10,1,10,South 11th / Stevenson,,3,Bus,http://www.smtd.org/route10,6f452e,"(111, 69, 46)",ffffff,"(255, 255, 255)",12/02/2024,0.0626693630070146
44447,50059,shp-10-51,10,1,10,South 11th / Stevenson,,3,Bus,http://www.smtd.org/route10,6f452e,"(111, 69, 46)",ffffff,"(255, 255, 255)",12/02/2024,0.117823298290712
44448,50059,shp-11-01,11,1,11,UIS / LLCC,,3,Bus,http://www.smtd.org/route11,9bca26,"(155, 202, 38)",0e6014,"(14, 96, 20)",12/02/2024,0.124856343924098
44449,50059,shp-11-52,11,1,11,UIS / LLCC,,3,Bus,http://www.smtd.org/route11,9bca26,"(155, 202, 38)",0e6014,"(14, 96, 20)",12/02/2024,0.14772305157412
44450,50059,shp-12-02,12,1,12,South 6th / Medical,,3,Bus,http://www.smtd.org/route12,0d7215,"(13, 114, 21)",ffffff,"(255, 255, 255)",12/02/2024,0.0587908581591411
44451,50059,shp-12-52,12,1,12,South 6th / Medical,,3,Bus,http://www.smtd.org/route12,0d7215,"(13, 114, 21)",ffffff,"(255, 255, 255)",12/02/2024,0.103343764666238
44452,50059,shp-13-03,13,1,13,Westside Shopper,,3,Bus,http://www.smtd.org/route13,ff5a00,"(255, 90, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0867919025935772
